Rk,Year,Tm,Lg,G,W,L,Ties,W.L.,pythW.L.,Finish,GB,Playoffs,R,RA,Attendance,BatAge,PAge,X.Bat,X.P,Top.Player,Managers,current
82,1935,Chicago Cubs,NL,154,100,54,0,0.649,0.655,1st of 8,,Lost WS (4-2),847,597,692604,26.0,27.0,27,11,B.Herman (6.9),C.Grimm (100-54),Chicago Cubs
83,1934,Chicago Cubs,NL,152,86,65,1,0.57,0.545,3rd of 8,8.0,,705,639,707525,28.6,28.5,29,11,L.Warneke (5.1),C.Grimm (86-65),Chicago Cubs
84,1933,Chicago Cubs,NL,154,86,68,0,0.558,0.585,3rd of 8,6.0,,646,536,594112,28.7,29.4,29,11,L.Warneke (7.8),C.Grimm (86-68),Chicago Cubs
85,1932,Chicago Cubs,NL,154,90,64,0,0.584,0.559,1st of 8,,Lost WS (4-0),720,633,974688,28.8,30.6,31,13,L.Warneke (6.9),R.Hornsby (53-46) and C.Grimm (37-18),Chicago Cubs
86,1931,Chicago Cubs,NL,156,84,70,2,0.545,0.57,3rd of 8,17.0,,828,710,1086422,29.2,30.1,30,11,R.Hornsby (5.2),R.Hornsby (84-70),Chicago Cubs
87,1930,Chicago Cubs,NL,156,90,64,2,0.584,0.562,2nd of 8,2.0,,998,870,1463624,29.4,28.5,29,13,H.Wilson (7.4),J.McCarthy (86-64) and R.Hornsby (4-0),Chicago Cubs
88,1929,Chicago Cubs,NL,156,98,54,4,0.645,0.616,1st of 8,,Lost WS (4-1),982,758,1485166,29.9,29.7,31,12,R.Hornsby (10.4),J.McCarthy (98-54),Chicago Cubs
89,1928,Chicago Cubs,NL,154,91,63,0,0.591,0.568,3rd of 8,4.0,,714,615,1143740,28.7,28.6,28,11,S.Blake (5.6),J.McCarthy (91-63),Chicago Cubs
90,1927,Chicago Cubs,NL,153,85,68,0,0.556,0.558,4th of 8,8.5,,750,661,1159168,28.0,27.3,34,14,H.Wilson (6.0),J.McCarthy (85-68),Chicago Cubs
91,1926,Chicago Cubs,NL,155,82,72,1,0.532,0.557,4th of 8,7.0,,682,602,885063,27.7,26.4,32,12,H.Wilson (5.2),J.McCarthy (82-72),Chicago Cubs
92,1925,Chicago Cubs,NL,154,68,86,0,0.442,0.469,8th of 8,27.5,,723,773,622610,27.5,28.2,40,13,P.Alexander (4.9),"B.Killefer (33-42), R.Maranville (23-30) and G.Gibson (12-14)",Chicago Cubs
93,1924,Chicago Cubs,NL,154,81,72,1,0.529,0.499,5th of 8,12.0,,698,699,716922,25.6,27.5,32,12,G.Grantham (4.1),B.Killefer (81-72),Chicago Cubs
94,1923,Chicago Cubs,NL,154,83,71,0,0.539,0.533,4th of 8,12.5,,756,704,703705,25.6,27.7,33,13,P.Alexander (5.2),B.Killefer (83-71),Chicago Cubs
95,1922,Chicago Cubs,NL,156,80,74,2,0.519,0.479,5th of 8,13.0,,771,808,542283,26.8,26.0,36,13,R.Grimes (5.6),B.Killefer (80-74),Chicago Cubs
96,1921,Chicago Cubs,NL,153,64,89,0,0.418,0.434,7th of 8,30.0,,668,773,410107,27.9,27.0,35,15,P.Alexander (5.4),J.Evers (41-55) and B.Killefer (23-34),Chicago Cubs
97,1920,Chicago Cubs,NL,154,75,79,0,0.487,0.488,5th of 8,18.0,,619,635,480783,29.3,30.1,31,13,P.Alexander (12.8),F.Mitchell (75-79),Chicago Cubs
98,1919,Chicago Cubs,NL,140,75,65,0,0.536,0.55,3rd of 8,21.0,,454,407,424430,28.5,29.0,29,10,P.Alexander (7.6),F.Mitchell (75-65),Chicago Cubs
99,1918,Chicago Cubs,NL,131,84,45,2,0.651,0.64,1st of 8,,Lost WS (4-2),538,393,337256,27.9,28.0,29,11,H.Vaughn (8.3),F.Mitchell (84-45),Chicago Cubs
100,1917,Chicago Cubs,NL,157,74,80,3,0.481,0.488,5th of 8,24.0,,552,567,360218,27.6,27.5,37,12,H.Vaughn (6.7),F.Mitchell (74-80),Chicago Cubs
101,1916,Chicago Cubs,NL,156,67,86,3,0.438,0.482,5th of 8,26.5,,520,541,453685,27.6,29.7,45,11,H.Vaughn (5.9),J.Tinker (67-86),Chicago Cubs
102,1915,Chicago Cubs,NL,156,73,80,3,0.477,0.462,4th of 8,17.5,,570,620,217058,28.3,27.8,33,12,V.Saier (3.8),R.Bresnahan (73-80),Chicago Cubs
103,1914,Chicago Cubs,NL,156,78,76,2,0.506,0.476,4th of 8,16.5,,605,638,202516,28.7,28.2,36,11,V.Saier (4.1),H.O'Day (78-76),Chicago Cubs
104,1913,Chicago Cubs,NL,155,88,65,2,0.575,0.561,3rd of 8,13.5,,720,630,419000,28.9,28.6,39,15,L.Cheney (4.7),J.Evers (88-65),Chicago Cubs
105,1912,Chicago Cubs,NL,152,91,59,2,0.607,0.556,3rd of 8,11.5,,756,668,514000,28.6,28.0,40,18,H.Zimmerman (7.0),F.Chance (91-59),Chicago Cubs
106,1911,Chicago Cubs,NL,157,92,62,3,0.597,0.6,2nd of 8,7.5,,757,607,576000,28.2,28.5,35,17,F.Schulte (5.3),F.Chance (92-62),Chicago Cubs
107,1910,Chicago Cubs,NL,154,104,50,0,0.675,0.657,1st of 8,,Lost WS (4-1),712,499,526152,29.1,28.6,27,12,K.Cole (5.7),F.Chance (104-50),Chicago Cubs
108,1909,Chicago Cubs,NL,155,104,49,2,0.68,0.709,2nd of 8,6.5,,635,390,633480,28.3,28.1,31,14,M.Brown (8.8),F.Chance (104-49),Chicago Cubs
109,1908,Chicago Cubs,NL,158,99,55,4,0.643,0.635,1st of 8,,Won WS (4-1),624,461,665325,28.7,28.7,26,10,M.Brown (8.1),F.Chance (99-55),Chicago Cubs
110,1907,Chicago Cubs,NL,155,107,45,3,0.704,0.67,1st of 8,,Won WS (4-0-1),574,390,422550,28.0,28.2,24,8,O.Overall (5.9),F.Chance (107-45),Chicago Cubs
111,1906,Chicago Cubs,NL,155,116,36,3,0.763,0.755,1st of 8,,Lost WS (4-2),704,381,654300,27.0,27.1,23,9,F.Chance (7.3),F.Chance (116-36),Chicago Cubs
112,1905,Chicago Cubs,NL,155,92,61,2,0.601,0.68,3rd of 8,13.0,,667,442,509900,27.6,26.8,20,7,E.Reulbach (7.3),F.Selee (37-28) and F.Chance (55-33),Chicago Cubs
113,1904,Chicago Cubs,NL,156,93,60,3,0.608,0.565,2nd of 8,13.0,,597,517,439100,27.5,27.0,28,7,F.Chance (5.9),F.Selee (93-60),Chicago Cubs
114,1903,Chicago Cubs,NL,139,82,56,1,0.594,0.568,3rd of 8,8.0,,695,599,386205,27.0,28.0,27,10,F.Chance (5.7),F.Selee (82-56),Chicago Cubs
115,1902,Chicago Orphans,NL,141,68,69,4,0.496,0.534,5th of 8,34.0,,544,505,263700,26.8,27.6,39,11,J.Taylor (10.2),F.Selee (68-69),Chicago Cubs
116,1901,Chicago Orphans,NL,140,53,86,1,0.381,0.414,6th of 8,37.0,,578,699,205071,26.5,25.2,25,7,T.Hartsel (5.5),T.Loftus (53-86),Chicago Cubs
117,1900,Chicago Orphans,NL,146,65,75,6,0.464,0.424,6th of 8,19.0,,635,751,248577,27.9,27.7,30,10,C.Griffith (5.0),T.Loftus (65-75),Chicago Cubs
118,1899,Chicago Orphans,NL,152,75,73,4,0.507,0.528,8th of 12,26.0,,812,763,352130,27.2,26.0,25,9,C.Griffith (5.0),T.Burns (75-73),Chicago Cubs
119,1898,Chicago Orphans,NL,152,85,65,2,0.567,0.59,4th of 12,17.5,,828,679,424352,27.7,25.1,25,12,C.Griffith (10.5),T.Burns (85-65),Chicago Cubs
120,1897,Chicago Colts,NL,138,59,73,6,0.447,0.467,9th of 12,34.0,,832,894,327160,29.2,24.1,21,9,C.Griffith (5.0),C.Anson (59-73),Chicago Cubs
121,1896,Chicago Colts,NL,132,71,57,4,0.555,0.506,5th of 12,18.5,,815,804,317500,29.3,24.9,22,8,B.Dahlen (7.1),C.Anson (71-57),Chicago Cubs
122,1895,Chicago Colts,NL,133,72,58,3,0.554,0.506,4th of 12,15.0,,866,854,382300,28.8,28.6,24,10,C.Griffith (8.8),C.Anson (72-58),Chicago Cubs
123,1894,Chicago Colts,NL,135,57,75,3,0.432,0.49,8th of 12,34.0,,1056,1080,239000,27.3,26.6,22,9,C.Griffith (5.8),C.Anson (57-75),Chicago Cubs
124,1893,Chicago Colts,NL,128,56,71,1,0.441,0.476,9th of 12,29.0,,829,874,223500,26.5,25.3,31,15,W.McGill (5.5),C.Anson (56-71),Chicago Cubs
125,1892,Chicago Colts,NL,147,70,76,1,0.479,0.433,7th of 12,30.0,,635,735,109067,27.0,27.6,21,7,B.Hutchinson (9.0),C.Anson (70-76),Chicago Cubs
126,1891,Chicago Colts,NL,137,82,53,2,0.607,0.56,2nd of 8,3.5,,832,730,181431,28.2,26.1,21,7,B.Hutchinson (9.9),C.Anson (82-53),Chicago Cubs
127,1890,Chicago Colts,NL,139,83,53,3,0.61,0.591,2nd of 8,6.5,,847,692,102536,27.4,25.4,27,9,B.Hutchinson (7.8),C.Anson (83-53),Chicago Cubs
128,1889,Chicago White Stockings,NL,136,67,65,4,0.508,0.529,3rd of 8,19.0,,867,814,0,27.2,24.1,19,7,C.Anson (6.4),C.Anson (67-65),Chicago Cubs
129,1888,Chicago White Stockings,NL,136,77,58,1,0.57,0.549,2nd of 8,9.0,,734,659,0,26.9,22.3,22,11,C.Anson (6.9),C.Anson (77-58),Chicago Cubs
130,1887,Chicago White Stockings,NL,127,71,50,6,0.587,0.558,3rd of 8,6.5,,813,716,0,26.7,23.7,19,10,J.Clarkson (15.1),C.Anson (71-50),Chicago Cubs
131,1886,Chicago White Stockings,NL,126,90,34,2,0.726,0.708,1st of 8,,Lost WS (4-2),900,555,0,28.0,25.2,15,5,K.Kelly (7.3),C.Anson (90-34),Chicago Cubs
132,1885,Chicago White Stockings,NL,113,87,25,1,0.777,0.741,1st of 8,,Tied in WS (3-3-1),834,470,0,27.5,24.0,19,7,J.Clarkson (13.0),C.Anson (87-25),Chicago Cubs
133,1884,Chicago White Stockings,NL,113,62,50,1,0.554,0.614,5th of 8,22.0,,834,647,0,26.7,24.5,21,14,L.Corcoran (6.6),C.Anson (62-50),Chicago Cubs
134,1883,Chicago White Stockings,NL,98,59,39,0,0.602,0.603,2nd of 8,4.0,,679,540,0,26.1,24.9,11,5,L.Corcoran (5.3),C.Anson (59-39),Chicago Cubs
135,1882,Chicago White Stockings,NL,84,55,29,0,0.655,0.728,1st of 8,,,604,353,0,25.7,24.1,12,3,L.Corcoran (5.8),C.Anson (55-29),Chicago Cubs
136,1881,Chicago White Stockings,NL,84,56,28,0,0.667,0.663,1st of 8,,,550,380,0,24.8,22.9,12,3,C.Anson (5.8),C.Anson (56-28),Chicago Cubs
137,1880,Chicago White Stockings,NL,86,67,17,2,0.798,0.725,1st of 8,,,538,317,0,23.9,21.2,13,6,L.Corcoran (6.9),C.Anson (67-17),Chicago Cubs
138,1879,Chicago White Stockings,NL,83,46,33,4,0.582,0.528,4th of 8,10.5,,437,411,0,24.8,23.0,16,2,T.Larkin (4.9),C.Anson (41-21) and S.Flint (5-12),Chicago Cubs
139,1878,Chicago White Stockings,NL,61,30,30,1,0.5,0.552,4th of 6,11.0,,371,331,0,26.2,21.8,15,3,T.Larkin (5.5),B.Ferguson (30-30),Chicago Cubs
140,1877,Chicago White Stockings,NL,60,26,33,1,0.441,0.489,5th of 6,15.5,,366,375,0,25.4,24.2,18,5,G.Bradley (2.9),A.Spalding (26-33),Chicago Cubs
141,1876,Chicago White Stockings,NL,66,52,14,0,0.788,0.835,1st of 8,,,624,257,0,25.9,25.1,11,5,A.Spalding (9.9),A.Spalding (52-14),Chicago Cubs
1,2016,Chicago White Sox,AL Central,162,78,84,0,0.481,0.481,4th of 5,16.5,,686,715,1746293,28.3,28.6,43,28,A.Eaton (6.2),R.Ventura (78-84),Chicago White Sox
2,2015,Chicago White Sox,AL Central,162,76,86,0,0.469,0.446,4th of 5,19.0,,622,701,1755810,28.2,27.8,40,24,A.Eaton (3.9),R.Ventura (76-86),Chicago White Sox
3,2014,Chicago White Sox,AL Central,162,73,89,0,0.451,0.437,4th of 5,17.0,,660,758,1650821,27.7,27.4,44,26,C.Sale (6.6),R.Ventura (73-89),Chicago White Sox
4,2013,Chicago White Sox,AL Central,162,63,99,0,0.389,0.414,5th of 5,30.0,,598,723,1768413,29.2,27.1,47,24,C.Sale (7.0),R.Ventura (63-99),Chicago White Sox
5,2012,Chicago White Sox,AL Central,162,85,77,0,0.525,0.546,2nd of 5,3.0,,748,676,1965955,29.9,27.5,45,25,C.Sale (5.9),R.Ventura (85-77),Chicago White Sox
6,2011,Chicago White Sox,AL Central,162,79,83,0,0.488,0.465,3rd of 5,16.0,,654,706,2001117,29.9,28.5,42,22,M.Buehrle (3.8),O.Guillen (78-82) and D.Cooper (1-1),Chicago White Sox
7,2010,Chicago White Sox,AL Central,162,88,74,0,0.543,0.53,2nd of 5,6.0,,752,704,2194378,30.6,29.0,40,20,A.Ramirez (5.6),O.Guillen (88-74),Chicago White Sox
8,2009,Chicago White Sox,AL Central,162,79,83,0,0.488,0.495,3rd of 5,7.5,,724,732,2284163,29.8,29.5,45,24,M.Buehrle (5.4),O.Guillen (79-83),Chicago White Sox
9,2008,Chicago White Sox,AL Central,163,89,74,0,0.546,0.549,1st of 5,,Lost LDS (3-1),811,729,2500648,30.5,28.3,39,19,J.Danks (6.4),O.Guillen (89-74),Chicago White Sox
10,2007,Chicago White Sox,AL Central,162,72,90,0,0.444,0.413,4th of 5,24.0,,693,839,2684395,29.6,27.7,43,21,J.Vazquez (6.1),O.Guillen (72-90),Chicago White Sox
11,2006,Chicago White Sox,AL Central,162,90,72,0,0.556,0.541,3rd of 5,6.0,,868,794,2957414,29.6,27.9,37,18,J.Thome (4.9),O.Guillen (90-72),Chicago White Sox
12,2005,Chicago White Sox,AL Central,162,99,63,0,0.611,0.563,1st of 5,,Won WS (4-0),741,645,2342833,29.3,29.3,38,17,M.Buehrle (4.8),O.Guillen (99-63),Chicago White Sox
13,2004,Chicago White Sox,AL Central,162,83,79,0,0.512,0.518,2nd of 5,9.0,,865,831,1930537,28.6,28.2,42,22,A.Rowand (5.6),O.Guillen (83-79),Chicago White Sox
14,2003,Chicago White Sox,AL Central,162,86,76,0,0.531,0.546,2nd of 5,4.0,,791,715,1939524,29.3,27.9,40,20,E.Loaiza (7.2),J.Manuel (86-76),Chicago White Sox
15,2002,Chicago White Sox,AL Central,162,81,81,0,0.5,0.532,2nd of 5,13.5,,856,798,1676911,28.8,25.8,35,16,M.Ordonez (5.1),J.Manuel (81-81),Chicago White Sox
16,2001,Chicago White Sox,AL Central,162,83,79,0,0.512,0.502,3rd of 5,8.0,,798,795,1766172,28.4,26.2,42,21,M.Buehrle (5.9),J.Manuel (83-79),Chicago White Sox
17,2000,Chicago White Sox,AL Central,162,95,67,0,0.586,0.57,1st of 5,,Lost LDS (3-0),978,839,1947799,27.5,26.5,42,22,F.Thomas (6.0),J.Manuel (95-67),Chicago White Sox
18,1999,Chicago White Sox,AL Central,162,75,86,1,0.466,0.448,2nd of 5,21.5,,777,870,1338851,25.8,26.4,40,21,M.Ordonez (5.8),J.Manuel (75-86),Chicago White Sox
19,1998,Chicago White Sox,AL Central,163,80,82,1,0.494,0.464,2nd of 5,9.0,,861,931,1391146,27.3,26.4,39,20,A.Belle (7.1),J.Manuel (80-82),Chicago White Sox
20,1997,Chicago White Sox,AL Central,161,80,81,0,0.497,0.469,2nd of 5,6.0,,779,833,1864782,29.3,29.4,45,22,F.Thomas (7.3),T.Bevington (80-81),Chicago White Sox
21,1996,Chicago White Sox,AL Central,162,85,77,0,0.525,0.556,2nd of 5,14.5,,898,794,1676403,30.5,27.8,44,22,A.Fernandez (6.4),T.Bevington (85-77),Chicago White Sox
22,1995,Chicago White Sox,AL Central,145,68,76,1,0.472,0.498,3rd of 5,32.0,,755,758,1609773,29.5,27.6,46,26,F.Thomas (5.3),G.Lamont (11-20) and T.Bevington (57-56),Chicago White Sox
23,1994,Chicago White Sox,AL Central,113,67,46,0,0.593,0.608,1st of 5,,,633,498,1697398,29.9,28.2,34,14,F.Thomas (6.3),G.Lamont (67-46),Chicago White Sox
24,1993,Chicago White Sox,AL West,162,94,68,0,0.58,0.571,1st of 7,,Lost ALCS (4-2),776,664,2581091,28.9,26.6,43,20,F.Thomas (6.2),G.Lamont (94-68),Chicago White Sox
25,1992,Chicago White Sox,AL West,162,86,76,0,0.531,0.531,3rd of 7,10.0,,738,690,2681156,28.7,28.9,35,13,F.Thomas (6.9),G.Lamont (86-76),Chicago White Sox
26,1991,Chicago White Sox,AL West,162,87,75,0,0.537,0.549,2nd of 7,8.0,,758,681,2934154,27.7,26.7,38,17,F.Thomas (6.9),J.Torborg (87-75),Chicago White Sox
27,1990,Chicago White Sox,AL West,162,94,68,0,0.58,0.534,2nd of 7,9.0,,682,633,2002357,27.5,24.9,37,17,C.Fisk (4.8),J.Torborg (94-68),Chicago White Sox
28,1989,Chicago White Sox,AL West,161,69,92,0,0.429,0.464,7th of 7,29.5,,693,750,1045651,27.6,26.4,42,19,C.Fisk (3.3),J.Torborg (69-92),Chicago White Sox
29,1988,Chicago White Sox,AL West,161,71,90,0,0.441,0.417,5th of 7,32.5,,631,757,1115749,27.3,26.6,44,21,O.Guillen (3.4),J.Fregosi (71-90),Chicago White Sox
30,1987,Chicago White Sox,AL West,162,77,85,0,0.475,0.501,5th of 7,8.0,,748,746,1208060,27.7,27.6,36,18,I.Calderon (4.2),J.Fregosi (77-85),Chicago White Sox
31,1986,Chicago White Sox,AL West,162,72,90,0,0.444,0.463,5th of 7,20.0,,644,699,1424313,27.3,28.1,47,18,H.Baines (2.8),"T.La Russa (26-38), D.Rader (1-1) and J.Fregosi (45-51)",Chicago White Sox
32,1985,Chicago White Sox,AL West,163,85,77,1,0.525,0.51,3rd of 7,6.0,,736,720,1669888,27.7,28.7,42,19,T.Seaver (5.0),T.La Russa (85-77),Chicago White Sox
33,1984,Chicago White Sox,AL West,162,74,88,0,0.457,0.463,5th of 7,10.0,,679,736,2136988,28.7,29.7,40,18,H.Baines (4.3),T.La Russa (74-88),Chicago White Sox
34,1983,Chicago White Sox,AL West,162,99,63,0,0.611,0.594,1st of 7,,Lost ALCS (3-1),800,650,2132821,28.2,28.7,39,15,R.Dotson (5.1),T.La Russa (99-63),Chicago White Sox
35,1982,Chicago White Sox,AL West,162,87,75,0,0.537,0.546,3rd of 7,6.0,,786,710,1567787,28.8,27.5,39,16,L.Hoyt (5.0),T.La Russa (87-75),Chicago White Sox
36,1981,Chicago White Sox,AL West,106,54,52,0,0.509,0.554,3rd of 7,8.5,,476,423,946651,28.4,25.4,34,14,C.Lemon (4.0),T.La Russa (54-52),Chicago White Sox
37,1980,Chicago White Sox,AL West,162,70,90,2,0.438,0.406,5th of 7,26.0,,587,722,1200365,26.6,24.7,39,14,B.Burns (7.0),T.La Russa (70-90),Chicago White Sox
38,1979,Chicago White Sox,AL West,160,73,87,0,0.456,0.489,5th of 7,14.0,,730,748,1280702,27.1,25.5,44,22,C.Lemon (5.8),D.Kessinger (46-60) and T.La Russa (27-27),Chicago White Sox
39,1978,Chicago White Sox,AL West,161,71,90,0,0.441,0.435,5th of 7,20.5,,634,731,1491100,27.3,28.5,43,15,C.Lemon (4.9),B.Lemon (34-40) and L.Doby (37-50),Chicago White Sox
40,1977,Chicago White Sox,AL West,162,90,72,0,0.556,0.541,3rd of 7,12.0,,844,771,1657135,26.8,27.3,45,19,C.Lemon (5.8),B.Lemon (90-72),Chicago White Sox
41,1976,Chicago White Sox,AL West,161,64,97,0,0.398,0.392,6th of 6,25.5,,586,745,914945,26.1,25.8,42,16,K.Brett (4.0),P.Richards (64-97),Chicago White Sox
42,1975,Chicago White Sox,AL West,161,75,86,0,0.466,0.468,5th of 6,22.5,,655,703,750802,26.9,30.8,41,20,R.Gossage (8.3),C.Tanner (75-86),Chicago White Sox
43,1974,Chicago White Sox,AL West,163,80,80,3,0.5,0.476,4th of 6,9.0,,684,721,1149596,26.7,28.2,40,17,J.Kaat (7.1),C.Tanner (80-80),Chicago White Sox
44,1973,Chicago White Sox,AL West,162,77,85,0,0.475,0.464,5th of 6,17.0,,652,705,1302527,26.0,27.6,39,15,W.Wood (7.6),C.Tanner (77-85),Chicago White Sox
45,1972,Chicago White Sox,AL West,154,87,67,0,0.565,0.523,2nd of 6,5.5,,566,538,1177318,26.6,26.0,40,17,W.Wood (10.3),C.Tanner (87-67),Chicago White Sox
46,1971,Chicago White Sox,AL West,162,79,83,0,0.488,0.515,3rd of 6,22.5,,617,597,833891,25.6,25.9,36,14,W.Wood (10.9),C.Tanner (79-83),Chicago White Sox
47,1970,Chicago White Sox,AL West,162,56,106,0,0.346,0.383,6th of 6,42.0,,633,822,495355,27.0,27.0,43,21,T.John (5.7),"D.Gutteridge (49-87), B.Adair (4-6) and C.Tanner (3-13)",Chicago White Sox
48,1969,Chicago White Sox,AL West,162,68,94,0,0.42,0.434,5th of 6,29.0,,625,723,589546,27.2,28.4,43,20,T.John (4.8),A.Lopez (8-9) and D.Gutteridge (60-85),Chicago White Sox
49,1968,Chicago White Sox,AL,162,67,95,0,0.414,0.441,8th of 10,36.0,,463,527,803775,28.3,29.7,39,15,T.John (5.9),"E.Stanky (34-45), L.Moss (12-24) and A.Lopez (21-26)",Chicago White Sox
50,1967,Chicago White Sox,AL,162,89,73,0,0.549,0.536,4th of 10,3.0,,531,491,985634,28.3,28.8,45,17,J.Horlen (5.7),E.Stanky (89-73),Chicago White Sox
51,1966,Chicago White Sox,AL,163,83,79,1,0.512,0.548,4th of 10,15.0,,574,517,990016,28.2,27.8,39,13,T.Agee (6.4),E.Stanky (83-79),Chicago White Sox
52,1965,Chicago White Sox,AL,162,95,67,0,0.586,0.57,2nd of 10,7.0,,647,555,1130519,27.9,27.8,34,12,D.Buford (7.0),A.Lopez (95-67),Chicago White Sox
53,1964,Chicago White Sox,AL,162,98,64,0,0.605,0.612,2nd of 10,1.0,,642,501,1250053,27.1,29.1,37,13,R.Hansen (7.7),A.Lopez (98-64),Chicago White Sox
54,1963,Chicago White Sox,AL,162,94,68,0,0.58,0.603,2nd of 10,10.5,,683,544,1158848,27.2,28.5,40,18,G.Peters (7.0),A.Lopez (94-68),Chicago White Sox
55,1962,Chicago White Sox,AL,162,85,77,0,0.525,0.533,5th of 10,11.0,,707,658,1131562,29.0,29.2,40,18,R.Herbert (5.2),A.Lopez (85-77),Chicago White Sox
56,1961,Chicago White Sox,AL,163,86,76,1,0.531,0.524,4th of 10,23.0,,765,726,1146019,30.3,31.6,39,17,J.Pizarro (5.0),A.Lopez (86-76),Chicago White Sox
57,1960,Chicago White Sox,AL,154,87,67,0,0.565,0.583,3rd of 8,10.0,,741,617,1644460,30.8,32.0,39,17,L.Aparicio (5.6),A.Lopez (87-67),Chicago White Sox
58,1959,Chicago White Sox,AL,156,94,60,2,0.61,0.559,1st of 8,,Lost WS (4-2),669,588,1423144,29.7,31.6,40,14,N.Fox (6.0),A.Lopez (94-60),Chicago White Sox
59,1958,Chicago White Sox,AL,155,82,72,1,0.532,0.514,2nd of 8,10.0,,634,615,797451,29.5,32.4,40,17,B.Pierce (5.1),A.Lopez (82-72),Chicago White Sox
60,1957,Chicago White Sox,AL,155,90,64,1,0.584,0.6,2nd of 8,8.0,,707,566,1135668,30.0,30.9,36,16,N.Fox (7.9),A.Lopez (90-64),Chicago White Sox
61,1956,Chicago White Sox,AL,154,85,69,0,0.552,0.591,3rd of 8,12.0,,776,634,1000090,30.2,31.5,41,20,M.Minoso (6.2),M.Marion (85-69),Chicago White Sox
62,1955,Chicago White Sox,AL,155,91,63,1,0.591,0.618,3rd of 8,5.0,,725,557,1175684,30.0,30.8,44,15,B.Pierce (6.9),M.Marion (91-63),Chicago White Sox
63,1954,Chicago White Sox,AL,155,94,60,1,0.61,0.639,3rd of 8,17.0,,711,521,1231629,29.2,30.5,38,13,M.Minoso (8.2),P.Richards (91-54) and M.Marion (3-6),Chicago White Sox
64,1953,Chicago White Sox,AL,156,89,65,2,0.578,0.586,3rd of 8,11.5,,716,592,1191353,29.3,30.2,36,15,B.Pierce (5.7),P.Richards (89-65),Chicago White Sox
65,1952,Chicago White Sox,AL,156,81,73,2,0.526,0.533,3rd of 8,14.0,,610,568,1231675,28.7,29.4,40,14,B.Pierce (7.2),P.Richards (81-73),Chicago White Sox
66,1951,Chicago White Sox,AL,155,81,73,1,0.526,0.547,4th of 8,17.0,,714,644,1328234,28.3,28.9,41,15,M.Minoso (5.2),P.Richards (81-73),Chicago White Sox
67,1950,Chicago White Sox,AL,156,60,94,2,0.39,0.418,6th of 8,38.0,,625,749,781330,28.5,28.2,43,17,B.Pierce (3.5),J.Onslow (8-22) and R.Corriden (52-72),Chicago White Sox
68,1949,Chicago White Sox,AL,154,63,91,0,0.409,0.441,6th of 8,34.0,,648,737,937151,28.5,27.7,44,18,C.Michaels (5.3),J.Onslow (63-91),Chicago White Sox
69,1948,Chicago White Sox,AL,154,51,101,2,0.336,0.335,8th of 8,44.5,,559,814,777844,30.4,28.4,34,16,L.Appling (3.4),T.Lyons (51-101),Chicago White Sox
70,1947,Chicago White Sox,AL,155,70,84,1,0.455,0.419,6th of 8,27.0,,553,661,876948,30.2,30.8,31,14,E.Lopat (5.7),T.Lyons (70-84),Chicago White Sox
71,1946,Chicago White Sox,AL,155,74,80,1,0.481,0.474,5th of 8,30.0,,562,595,983403,30.5,30.9,39,15,L.Appling (5.9),J.Dykes (10-20) and T.Lyons (64-60),Chicago White Sox
72,1945,Chicago White Sox,AL,150,71,78,1,0.477,0.472,6th of 8,15.0,,596,633,657981,31.7,31.1,27,11,W.Moses (4.4),J.Dykes (71-78),Chicago White Sox
73,1944,Chicago White Sox,AL,154,71,83,0,0.461,0.41,7th of 8,18.0,,543,662,563539,30.6,29.3,29,12,T.Tucker (3.3),J.Dykes (71-83),Chicago White Sox
74,1943,Chicago White Sox,AL,155,82,72,1,0.532,0.484,4th of 8,16.0,,573,594,508962,30.3,29.3,29,12,L.Appling (7.6),J.Dykes (82-72),Chicago White Sox
75,1942,Chicago White Sox,AL,148,66,82,0,0.446,0.444,6th of 8,34.0,,538,609,425734,29.2,29.7,33,13,T.Lyons (5.1),J.Dykes (66-82),Chicago White Sox
76,1941,Chicago White Sox,AL,156,77,77,2,0.5,0.492,3rd of 8,24.0,,638,649,677077,30.0,30.2,32,11,T.Lee (9.2),J.Dykes (77-77),Chicago White Sox
77,1940,Chicago White Sox,AL,155,82,72,1,0.532,0.541,4th of 8,8.0,,735,672,660336,29.5,30.8,27,12,J.Rigney (6.6),J.Dykes (82-72),Chicago White Sox
78,1939,Chicago White Sox,AL,155,85,69,1,0.552,0.511,4th of 8,22.5,,755,737,594104,30.5,30.2,33,14,T.Lyons (4.8),J.Dykes (85-69),Chicago White Sox
79,1938,Chicago White Sox,AL,149,65,83,1,0.439,0.473,6th of 8,32.0,,709,752,338278,30.2,29.3,36,15,T.Lee (5.9),J.Dykes (65-83),Chicago White Sox
80,1937,Chicago White Sox,AL,154,86,68,0,0.558,0.53,3rd of 8,16.0,,780,730,589245,29.8,29.3,28,12,L.Appling (6.2),J.Dykes (86-68),Chicago White Sox
81,1936,Chicago White Sox,AL,153,81,70,2,0.536,0.524,4th of 8,20.0,,920,873,440810,30.1,28.8,30,13,L.Appling (6.9),J.Dykes (81-70),Chicago White Sox
82,1935,Chicago White Sox,AL,153,74,78,1,0.487,0.493,5th of 8,19.5,,738,750,470281,30.3,29.5,32,14,L.Appling (6.7),J.Dykes (74-78),Chicago White Sox
