Rk,Year,Tm,Lg,G,W,L,Ties,W.L.,pythW.L.,Finish,GB,Playoffs,R,RA,Attendance,BatAge,PAge,X.Bat,X.P,Top.Player,Managers,current
58,1959,Boston Red Sox,AL,154,75,79,0,0.487,0.519,5th of 8,19.0,,726,696,984102,29.1,26.7,41,18,P.Runnels (5.3),"P.Higgins (31-42), R.York (0-1) and B.Jurges (44-36)",Boston Red Sox
59,1958,Boston Red Sox,AL,155,79,75,1,0.513,0.504,3rd of 8,13.0,,697,691,1077047,28.9,27.1,35,18,P.Runnels (5.5),P.Higgins (79-75),Boston Red Sox
60,1957,Boston Red Sox,AL,154,82,72,0,0.532,0.535,3rd of 8,16.0,,721,668,1181087,29.0,27.0,36,16,T.Williams (9.7),P.Higgins (82-72),Boston Red Sox
61,1956,Boston Red Sox,AL,155,84,70,1,0.545,0.517,4th of 8,13.0,,780,751,1137158,28.3,27.5,34,14,T.Williams (6.0),P.Higgins (84-70),Boston Red Sox
62,1955,Boston Red Sox,AL,154,84,70,0,0.545,0.567,4th of 8,12.0,,755,652,1203200,27.7,26.7,40,17,T.Williams (6.9),P.Higgins (84-70),Boston Red Sox
63,1954,Boston Red Sox,AL,156,69,85,2,0.448,0.482,4th of 8,42.0,,700,728,931127,27.0,27.3,36,15,T.Williams (7.8),L.Boudreau (69-85),Boston Red Sox
64,1953,Boston Red Sox,AL,153,84,69,0,0.549,0.517,4th of 8,16.0,,656,632,1026133,26.6,29.6,37,15,E.Kinder (5.0),L.Boudreau (84-69),Boston Red Sox
65,1952,Boston Red Sox,AL,154,76,78,0,0.494,0.507,6th of 8,19.0,,668,658,1115750,27.8,29.5,48,19,B.Goodman (3.9),L.Boudreau (76-78),Boston Red Sox
66,1951,Boston Red Sox,AL,154,87,67,0,0.565,0.547,3rd of 8,11.0,,804,725,1312282,30.1,27.5,38,14,T.Williams (7.2),S.O'Neill (87-67),Boston Red Sox
67,1950,Boston Red Sox,AL,154,94,60,0,0.61,0.61,3rd of 8,4.0,,1027,804,1344080,29.9,27.9,41,20,M.Parnell (5.6),J.McCarthy (31-28) and S.O'Neill (63-32),Boston Red Sox
68,1949,Boston Red Sox,AL,155,96,58,1,0.623,0.632,2nd of 8,1.0,,896,667,1596650,29.8,28.7,35,17,T.Williams (9.1),J.McCarthy (96-58),Boston Red Sox
69,1948,Boston Red Sox,AL,155,96,59,0,0.619,0.604,2nd of 8,1.0,,907,720,1558798,29.5,30.1,34,16,T.Williams (8.5),J.McCarthy (96-59),Boston Red Sox
70,1947,Boston Red Sox,AL,157,83,71,3,0.539,0.534,3rd of 8,14.0,,720,669,1427315,29.2,29.8,41,17,T.Williams (9.9),J.Cronin (83-71),Boston Red Sox
71,1946,Boston Red Sox,AL,156,104,50,2,0.675,0.629,1st of 8,,Lost WS (4-3),792,594,1416944,29.3,29.2,39,16,T.Williams (10.9),J.Cronin (104-50),Boston Red Sox
72,1945,Boston Red Sox,AL,157,71,83,3,0.461,0.446,7th of 8,17.5,,599,674,603794,30.3,27.3,37,15,E.Lake (6.8),J.Cronin (71-83),Boston Red Sox
73,1944,Boston Red Sox,AL,156,77,77,2,0.5,0.541,4th of 8,12.0,,739,676,506975,30.2,29.4,33,16,B.Johnson (6.3),J.Cronin (77-77),Boston Red Sox
74,1943,Boston Red Sox,AL,155,68,84,3,0.447,0.466,7th of 8,29.0,,563,607,358275,28.4,30.3,31,12,B.Doerr (5.1),J.Cronin (68-84),Boston Red Sox
75,1942,Boston Red Sox,AL,152,93,59,0,0.612,0.611,2nd of 8,9.0,,761,594,730340,26.7,29.1,26,10,T.Williams (10.6),J.Cronin (93-59),Boston Red Sox
76,1941,Boston Red Sox,AL,155,84,70,1,0.545,0.565,2nd of 8,17.0,,865,750,718497,28.2,29.2,31,15,T.Williams (10.6),J.Cronin (84-70),Boston Red Sox
77,1940,Boston Red Sox,AL,154,82,72,0,0.532,0.525,4th of 8,8.0,,872,825,716234,28.1,28.9,33,17,T.Williams (6.3),J.Cronin (82-72),Boston Red Sox
78,1939,Boston Red Sox,AL,152,89,62,1,0.589,0.551,2nd of 8,17.0,,890,795,573070,27.7,29.0,29,15,J.Foxx (6.9),J.Cronin (89-62),Boston Red Sox
79,1938,Boston Red Sox,AL,150,88,61,1,0.591,0.583,2nd of 8,9.5,,902,751,646459,28.5,28.3,30,17,J.Foxx (7.6),J.Cronin (88-61),Boston Red Sox
80,1937,Boston Red Sox,AL,154,80,72,2,0.526,0.526,5th of 8,21.0,,821,775,559659,28.6,29.9,30,12,L.Grove (9.2),J.Cronin (80-72),Boston Red Sox
81,1936,Boston Red Sox,AL,155,74,80,1,0.481,0.507,6th of 8,28.5,,775,764,626895,29.1,29.3,31,15,L.Grove (10.5),J.Cronin (74-80),Boston Red Sox
82,1935,Boston Red Sox,AL,154,78,75,1,0.51,0.491,4th of 8,16.0,,718,732,558568,28.6,29.3,33,14,W.Ferrell (11.0),J.Cronin (78-75),Boston Red Sox
83,1934,Boston Red Sox,AL,153,76,76,1,0.5,0.526,4th of 8,24.0,,820,775,610640,29.0,28.5,34,13,B.Werber (5.4),B.Harris (76-76),Boston Red Sox
84,1933,Boston Red Sox,AL,149,63,86,0,0.423,0.464,7th of 8,34.5,,700,758,268715,28.4,26.9,36,11,G.Rhodes (3.7),M.McManus (63-86),Boston Red Sox
85,1932,Boston Red Sox,AL,154,43,111,0,0.279,0.293,8th of 8,64.0,,566,915,182150,28.4,25.7,41,18,D.Alexander (4.3),S.Collins (11-44) and M.McManus (32-67),Boston Red Sox
86,1931,Boston Red Sox,AL,153,62,90,1,0.408,0.389,6th of 8,45.0,,625,800,350975,28.6,28.3,37,12,E.Webb (5.4),S.Collins (62-90),Boston Red Sox
87,1930,Boston Red Sox,AL,154,52,102,0,0.338,0.372,8th of 8,50.0,,612,814,444045,28.6,27.9,34,13,M.Gaston (5.3),H.Wagner (52-102),Boston Red Sox
88,1929,Boston Red Sox,AL,155,58,96,1,0.377,0.373,8th of 8,48.0,,605,803,394620,28.2,26.3,35,12,M.Gaston (4.8),B.Carrigan (58-96),Boston Red Sox
89,1928,Boston Red Sox,AL,154,57,96,1,0.373,0.38,8th of 8,43.5,,589,770,396920,28.2,24.6,35,17,R.Ruffing (5.0),B.Carrigan (57-96),Boston Red Sox
90,1927,Boston Red Sox,AL,154,51,103,0,0.331,0.341,8th of 8,59.0,,597,856,305275,27.5,25.0,37,14,D.MacFayden (2.6),B.Carrigan (51-103),Boston Red Sox
91,1926,Boston Red Sox,AL,154,46,107,1,0.301,0.326,8th of 8,44.5,,562,835,285155,28.4,25.3,40,16,T.Rigney (4.6),L.Fohl (46-107),Boston Red Sox
92,1925,Boston Red Sox,AL,152,47,105,0,0.309,0.338,8th of 8,49.5,,639,922,267782,27.8,27.7,41,15,H.Ehmke (4.8),L.Fohl (47-105),Boston Red Sox
93,1924,Boston Red Sox,AL,157,67,87,3,0.435,0.458,7th of 8,25.0,,735,806,448556,30.1,29.1,33,16,H.Ehmke (8.2),L.Fohl (67-87),Boston Red Sox
94,1923,Boston Red Sox,AL,154,61,91,2,0.401,0.355,8th of 8,37.0,,584,809,229688,29.2,28.7,30,11,H.Ehmke (6.2),F.Chance (61-91),Boston Red Sox
95,1922,Boston Red Sox,AL,154,61,93,0,0.396,0.387,8th of 8,33.0,,598,769,259184,29.4,28.5,30,10,J.Quinn (4.5),H.Duffy (61-93),Boston Red Sox
96,1921,Boston Red Sox,AL,154,75,79,0,0.487,0.481,5th of 8,23.5,,668,696,279273,29.5,27.1,27,11,S.Jones (7.3),H.Duffy (75-79),Boston Red Sox
97,1920,Boston Red Sox,AL,154,72,81,1,0.471,0.467,5th of 8,25.5,,650,698,402445,28.1,25.7,32,11,H.Hooper (5.2),E.Barrow (72-81),Boston Red Sox
98,1919,Boston Red Sox,AL,138,66,71,1,0.482,0.51,6th of 8,20.5,,564,552,417291,27.4,25.8,30,13,B.Ruth (10.2),E.Barrow (66-71),Boston Red Sox
99,1918,Boston Red Sox,AL,126,75,51,0,0.595,0.6,1st of 8,,Won WS (4-2),474,380,249513,28.5,25.3,32,12,B.Ruth (7.4),E.Barrow (75-51),Boston Red Sox
100,1917,Boston Red Sox,AL,157,90,62,5,0.592,0.59,2nd of 8,9.0,,555,455,387856,27.9,24.8,27,9,B.Ruth (8.7),J.Barry (90-62),Boston Red Sox
101,1916,Boston Red Sox,AL,156,91,63,2,0.591,0.562,1st of 8,,Won WS (4-1),550,480,496397,27.0,24.4,29,10,B.Ruth (10.4),B.Carrigan (91-63),Boston Red Sox
102,1915,Boston Red Sox,AL,155,101,50,4,0.669,0.631,1st of 8,,Won WS (4-1),669,499,539885,26.7,24.5,30,11,T.Speaker (7.1),B.Carrigan (101-50),Boston Red Sox
103,1914,Boston Red Sox,AL,159,91,62,6,0.595,0.566,2nd of 8,8.5,,589,510,481359,25.4,24.7,32,14,T.Speaker (9.9),B.Carrigan (91-62),Boston Red Sox
104,1913,Boston Red Sox,AL,151,79,71,1,0.527,0.515,4th of 8,15.5,,631,610,437194,26.1,24.6,29,13,T.Speaker (8.3),J.Stahl (39-41) and B.Carrigan (40-30),Boston Red Sox
105,1912,Boston Red Sox,AL,154,105,47,2,0.691,0.669,1st of 8,,Won WS (4-3),799,544,597096,26.1,25.2,27,11,S.Wood (11.7),J.Stahl (105-47),Boston Red Sox
106,1911,Boston Red Sox,AL,153,78,75,0,0.51,0.526,5th of 8,24.0,,680,643,503961,24.9,25.0,43,16,S.Wood (6.4),P.Donovan (78-75),Boston Red Sox
107,1910,Boston Red Sox,AL,158,81,72,5,0.529,0.558,4th of 8,22.5,,641,564,584619,25.5,25.3,35,13,T.Speaker (7.7),P.Donovan (81-72),Boston Red Sox
108,1909,Boston Red Sox,AL,152,88,63,1,0.583,0.541,3rd of 8,9.5,,601,549,668965,25.9,25.3,37,19,T.Speaker (6.3),F.Lake (88-63),Boston Red Sox
109,1908,Boston Red Sox,AL,155,75,79,1,0.487,0.543,5th of 8,15.5,,564,513,473048,27.3,29.4,39,16,C.Young (9.9),D.McGuire (53-62) and F.Lake (22-17),Boston Red Sox
110,1907,Boston Americans,AL,155,59,90,6,0.396,0.418,7th of 8,32.5,,466,558,436777,29.1,30.1,35,14,C.Young (7.9),"C.Young (3-3), G.Huff (2-6), B.Unglaub (9-20) and D.McGuire (45-61)",Boston Red Sox
111,1906,Boston Americans,AL,155,49,105,1,0.318,0.316,8th of 8,45.5,,463,706,410209,29.1,30.2,31,12,C.Stahl (4.1),J.Collins (35-79) and C.Stahl (14-26),Boston Red Sox
112,1905,Boston Americans,AL,153,78,74,1,0.513,0.511,4th of 8,16.0,,579,565,468828,31.6,30.1,27,9,C.Young (7.6),J.Collins (78-74),Boston Red Sox
113,1904,Boston Americans,AL,157,95,59,3,0.617,0.619,1st of 8,,,608,466,623295,31.2,30.1,18,5,C.Young (9.8),J.Collins (95-59),Boston Red Sox
114,1903,Boston Americans,AL,141,91,47,3,0.659,0.651,1st of 8,,Won WS (5-3),708,504,379338,29.6,28.2,20,6,C.Young (8.6),J.Collins (91-47),Boston Red Sox
115,1902,Boston Americans,AL,138,77,60,1,0.562,0.546,3rd of 8,6.5,,664,600,348567,28.6,28.4,24,12,C.Young (10.1),J.Collins (77-60),Boston Red Sox
116,1901,Boston Americans,AL,138,79,57,2,0.581,0.6,2nd of 8,4.0,,759,608,289448,28.0,28.3,24,11,C.Young (12.6),J.Collins (79-57),Boston Red Sox
1,2016,Chicago Cubs,NL Central,162,103,58,1,0.64,0.665,1st of 5,,Won WS (4-3),808,556,3232420,27.5,29.9,45,26,K.Bryant (7.7),J.Maddon (103-58),Chicago Cubs
2,2015,Chicago Cubs,NL Central,162,97,65,0,0.599,0.557,3rd of 5,3.0,Lost NLCS (4-0),689,608,2919122,26.9,29.3,50,29,J.Arrieta (9.0),J.Maddon (97-65),Chicago Cubs
3,2014,Chicago Cubs,NL Central,162,73,89,0,0.451,0.436,5th of 5,17.0,,614,707,2652113,26.8,28.0,48,27,J.Arrieta (5.6),R.Renteria (73-89),Chicago Cubs
4,2013,Chicago Cubs,NL Central,162,66,96,0,0.407,0.439,5th of 5,31.0,,602,689,2642682,27.9,28.7,56,31,T.Wood (5.2),D.Sveum (66-96),Chicago Cubs
5,2012,Chicago Cubs,NL Central,162,61,101,0,0.377,0.403,5th of 6,36.0,,613,759,2882756,27.8,27.9,53,30,D.Barney (4.6),D.Sveum (61-101),Chicago Cubs
6,2011,Chicago Cubs,NL Central,162,71,91,0,0.438,0.434,5th of 6,25.0,,654,756,3017966,29.3,29.4,42,22,S.Castro (3.0),M.Quade (71-91),Chicago Cubs
7,2010,Chicago Cubs,NL Central,162,75,87,0,0.463,0.448,5th of 6,16.0,,685,767,3062973,29.4,28.2,44,23,M.Byrd (3.7),L.Piniella (51-74) and M.Quade (24-13),Chicago Cubs
8,2009,Chicago Cubs,NL Central,161,83,78,0,0.516,0.523,2nd of 6,7.5,,707,672,3168859,29.9,28.4,45,24,D.Lee (5.4),L.Piniella (83-78),Chicago Cubs
9,2008,Chicago Cubs,NL Central,161,97,64,0,0.602,0.609,1st of 6,,Lost LDS (3-0),855,671,3300200,30.1,28.9,42,23,R.Dempster (6.9),L.Piniella (97-64),Chicago Cubs
10,2007,Chicago Cubs,NL Central,162,85,77,0,0.525,0.539,1st of 6,,Lost LDS (3-0),752,690,3252462,29.3,28.4,47,22,A.Ramirez (5.2),L.Piniella (85-77),Chicago Cubs
11,2006,Chicago Cubs,NL Central,162,66,96,0,0.407,0.431,6th of 6,17.5,,716,834,3123215,28.6,28.0,46,23,C.Zambrano (5.8),D.Baker (66-96),Chicago Cubs
12,2005,Chicago Cubs,NL Central,162,79,83,0,0.488,0.493,4th of 6,21.0,,703,714,3099992,29.7,28.2,46,22,D.Lee (7.7),D.Baker (79-83),Chicago Cubs
13,2004,Chicago Cubs,NL Central,162,89,73,0,0.549,0.578,3rd of 6,16.0,,789,665,3170154,30.1,29.1,43,19,C.Zambrano (7.3),D.Baker (89-73),Chicago Cubs
14,2003,Chicago Cubs,NL Central,162,88,74,0,0.543,0.527,1st of 6,,Lost NLCS (4-3),724,683,2962630,31.3,28.2,42,17,M.Prior (8.0),D.Baker (88-74),Chicago Cubs
15,2002,Chicago Cubs,NL Central,162,67,95,0,0.414,0.467,5th of 6,30.0,,706,759,2693096,30.2,27.6,44,22,S.Sosa (5.7),"D.Baylor (34-49), R.Lachemann (0-1) and B.Kimm (33-45)",Chicago Cubs
16,2001,Chicago Cubs,NL Central,162,88,74,0,0.543,0.547,3rd of 6,5.0,,777,701,2779465,30.7,29.8,43,20,S.Sosa (10.3),D.Baylor (88-74),Chicago Cubs
17,2000,Chicago Cubs,NL Central,162,65,97,0,0.401,0.424,6th of 6,30.0,,764,904,2789511,30.8,28.4,51,24,S.Sosa (5.7),D.Baylor (65-97),Chicago Cubs
18,1999,Chicago Cubs,NL Central,162,67,95,0,0.414,0.406,6th of 6,30.0,,747,920,2813854,31.2,28.8,47,25,S.Sosa (4.8),J.Riggleman (67-95),Chicago Cubs
19,1998,Chicago Cubs,NL Central,163,90,73,0,0.552,0.522,2nd of 6,12.5,Lost LDS (3-0),831,792,2623194,30.1,28.8,47,24,S.Sosa (6.4),J.Riggleman (90-73),Chicago Cubs
20,1997,Chicago Cubs,NL Central,162,68,94,0,0.42,0.455,5th of 5,16.0,,687,759,2190308,29.4,28.2,42,21,M.Grace (4.2),J.Riggleman (68-94),Chicago Cubs
21,1996,Chicago Cubs,NL Central,162,76,86,0,0.469,0.501,4th of 5,12.0,,772,771,2219110,29.0,28.3,41,17,S.Sosa (5.4),J.Riggleman (76-86),Chicago Cubs
22,1995,Chicago Cubs,NL Central,144,73,71,0,0.507,0.515,3rd of 5,12.0,,693,671,1918265,28.3,27.8,43,21,S.Sosa (5.3),J.Riggleman (73-71),Chicago Cubs
23,1994,Chicago Cubs,NL Central,113,49,64,0,0.434,0.457,5th of 5,16.5,,500,549,1845208,28.2,28.3,35,18,S.Sosa (3.8),T.Trebelhorn (49-64),Chicago Cubs
24,1993,Chicago Cubs,NL East,163,84,78,1,0.519,0.499,4th of 7,13.0,,738,739,2653763,28.0,28.3,38,17,R.Wilkins (6.6),J.Lefebvre (84-78),Chicago Cubs
25,1992,Chicago Cubs,NL East,162,78,84,0,0.481,0.477,4th of 6,18.0,,593,624,2126720,28.3,27.2,41,17,G.Maddux (9.4),J.Lefebvre (78-84),Chicago Cubs
26,1991,Chicago Cubs,NL East,160,77,83,0,0.481,0.475,4th of 6,20.0,,695,734,2314250,28.9,27.5,39,19,R.Sandberg (7.0),"D.Zimmer (18-19), J.Altobelli (0-1) and J.Essian (59-63)",Chicago Cubs
27,1990,Chicago Cubs,NL East,162,77,85,0,0.475,0.448,4th of 6,18.0,,690,774,2243791,28.2,26.1,39,20,R.Sandberg (7.1),D.Zimmer (77-85),Chicago Cubs
28,1989,Chicago Cubs,NL East,162,93,69,0,0.574,0.554,1st of 6,,Lost NLCS (4-1),702,623,2491942,27.7,27.2,36,15,R.Sandberg (6.1),D.Zimmer (93-69),Chicago Cubs
29,1988,Chicago Cubs,NL East,163,77,85,1,0.475,0.477,4th of 6,24.0,,660,694,2089034,27.6,27.1,39,18,G.Maddux (5.7),D.Zimmer (77-85),Chicago Cubs
30,1987,Chicago Cubs,NL East,161,76,85,0,0.472,0.451,6th of 6,18.5,,720,801,2035130,28.9,27.6,36,15,R.Sutcliffe (6.6),G.Michael (68-68) and F.Lucchesi (8-17),Chicago Cubs
31,1986,Chicago Cubs,NL East,160,70,90,0,0.438,0.437,5th of 6,37.0,,680,781,1859102,29.8,28.5,39,18,J.Davis (4.0),"J.Frey (23-33), J.Vukovich (1-1) and G.Michael (46-56)",Chicago Cubs
32,1985,Chicago Cubs,NL East,162,77,84,1,0.478,0.472,4th of 6,23.5,,686,729,2161534,30.2,28.4,40,20,R.Sandberg (5.8),J.Frey (77-84),Chicago Cubs
33,1984,Chicago Cubs,NL East,161,96,65,0,0.596,0.567,1st of 6,,Lost NLCS (3-2),762,658,2107655,29.5,28.7,40,18,R.Sandberg (8.5),J.Frey (96-65),Chicago Cubs
34,1983,Chicago Cubs,NL East,162,71,91,0,0.438,0.488,5th of 6,19.0,,701,719,1479717,29.2,29.5,43,18,L.Smith (4.8),L.Elia (54-69) and C.Fox (17-22),Chicago Cubs
35,1982,Chicago Cubs,NL East,162,73,89,0,0.451,0.478,5th of 6,19.0,,676,709,1249278,28.7,29.9,37,15,L.Durham (4.6),L.Elia (73-89),Chicago Cubs
36,1981,Chicago Cubs,NL East,106,38,65,3,0.369,0.38,6th of 6,21.5,,370,483,565637,28.2,28.1,39,15,M.Krukow (2.2),J.Amalfitano (38-65),Chicago Cubs
37,1980,Chicago Cubs,NL East,162,64,98,0,0.395,0.423,6th of 6,27.0,,614,728,1206776,28.9,28.0,34,12,R.Reuschel (5.6),P.Gomez (38-52) and J.Amalfitano (26-46),Chicago Cubs
38,1979,Chicago Cubs,NL East,162,80,82,0,0.494,0.499,5th of 6,18.0,,706,707,1648587,28.5,27.7,37,14,R.Reuschel (5.9),H.Franks (78-77) and J.Amalfitano (2-5),Chicago Cubs
39,1978,Chicago Cubs,NL East,162,79,83,0,0.488,0.461,3rd of 6,11.0,,664,724,1525311,27.7,27.5,39,14,R.Reuschel (5.4),H.Franks (79-83),Chicago Cubs
40,1977,Chicago Cubs,NL East,162,81,81,0,0.5,0.47,4th of 6,20.0,,692,739,1439834,27.7,26.9,35,16,R.Reuschel (9.6),H.Franks (81-81),Chicago Cubs
41,1976,Chicago Cubs,NL East,162,75,87,0,0.463,0.421,4th of 6,26.0,,611,728,1026217,27.2,27.8,39,18,R.Reuschel (5.4),J.Marshall (75-87),Chicago Cubs
42,1975,Chicago Cubs,NL East,162,75,87,0,0.463,0.432,5th of 6,17.5,,712,827,1034819,27.0,27.1,39,19,B.Madlock (4.9),J.Marshall (75-87),Chicago Cubs
43,1974,Chicago Cubs,NL East,162,66,96,0,0.407,0.405,6th of 6,22.0,,669,826,1015378,27.1,25.5,38,14,R.Reuschel (3.9),W.Lockman (41-52) and J.Marshall (25-44),Chicago Cubs
44,1973,Chicago Cubs,NL East,161,77,84,0,0.478,0.47,5th of 6,5.0,,614,655,1351705,30.3,27.6,36,12,R.Reuschel (5.4),W.Lockman (77-84),Chicago Cubs
45,1972,Chicago Cubs,NL East,156,85,70,1,0.548,0.586,2nd of 6,11.0,,685,567,1299163,30.0,28.7,41,15,B.Williams (6.1),L.Durocher (46-44) and W.Lockman (39-26),Chicago Cubs
46,1971,Chicago Cubs,NL East,162,83,79,0,0.512,0.492,3rd of 6,14.0,,637,648,1653007,30.2,28.7,42,15,F.Jenkins (11.9),L.Durocher (83-79),Chicago Cubs
47,1970,Chicago Cubs,NL East,162,84,78,0,0.519,0.578,2nd of 6,5.0,,806,679,1642705,30.0,27.7,43,18,F.Jenkins (6.8),L.Durocher (84-78),Chicago Cubs
48,1969,Chicago Cubs,NL East,163,92,70,1,0.568,0.575,2nd of 6,8.0,,720,611,1674993,29.1,27.6,41,17,B.Hands (7.9),L.Durocher (92-70),Chicago Cubs
49,1968,Chicago Cubs,NL,163,84,78,1,0.519,0.501,3rd of 10,13.0,,612,611,1043409,28.4,25.4,42,19,F.Jenkins (6.6),L.Durocher (84-78),Chicago Cubs
50,1967,Chicago Cubs,NL,162,87,74,1,0.54,0.554,3rd of 10,14.0,,702,624,977226,27.5,25.1,43,21,R.Santo (9.8),L.Durocher (87-74),Chicago Cubs
51,1966,Chicago Cubs,NL,162,59,103,0,0.364,0.397,10th of 10,36.0,,644,809,635891,26.6,26.9,49,23,R.Santo (8.9),L.Durocher (59-103),Chicago Cubs
52,1965,Chicago Cubs,NL,164,72,90,2,0.444,0.441,8th of 10,25.0,,635,723,641361,27.9,29.7,40,15,B.Williams (7.7),B.Kennedy (24-32) and L.Klein (48-58),Chicago Cubs
53,1964,Chicago Cubs,NL,162,76,86,0,0.469,0.45,8th of 10,17.0,,649,724,751647,27.3,30.0,43,21,R.Santo (8.9),B.Kennedy (76-86),Chicago Cubs
54,1963,Chicago Cubs,NL,162,82,80,0,0.506,0.494,7th of 10,17.0,,570,578,979551,25.8,28.5,36,15,D.Ellsworth (9.9),B.Kennedy (82-80),Chicago Cubs
55,1962,Chicago Cubs,NL,162,59,103,0,0.364,0.379,9th of 10,42.5,,632,827,609802,25.8,26.6,43,19,G.Altman (3.8),"E.Tappe (4-16), L.Klein (12-18) and C.Metro (43-69)",Chicago Cubs
56,1961,Chicago Cubs,NL,156,64,90,2,0.416,0.432,7th of 8,29.0,,689,800,673057,27.2,25.1,37,12,D.Cardwell (5.9),"V.Himsl (10-21), H.Craft (7-9), E.Tappe (42-54) and L.Klein (5-6)",Chicago Cubs
57,1960,Chicago Cubs,NL,156,60,94,2,0.39,0.409,7th of 8,35.0,,634,776,809770,28.1,24.5,47,17,E.Banks (7.8),C.Grimm (6-11) and L.Boudreau (54-83),Chicago Cubs
58,1959,Chicago Cubs,NL,155,74,80,1,0.481,0.49,5th of 8,13.0,,673,688,858255,29.1,26.3,39,18,E.Banks (10.2),B.Scheffing (74-80),Chicago Cubs
59,1958,Chicago Cubs,NL,154,72,82,0,0.468,0.49,5th of 8,20.0,,709,725,979904,28.5,25.1,46,20,E.Banks (9.4),B.Scheffing (72-82),Chicago Cubs
60,1957,Chicago Cubs,NL,156,62,92,2,0.403,0.437,7th of 8,33.0,,628,722,670629,27.7,26.4,44,17,E.Banks (6.4),B.Scheffing (62-92),Chicago Cubs
61,1956,Chicago Cubs,NL,157,60,94,3,0.39,0.423,8th of 8,33.0,,597,708,720118,28.4,28.8,37,16,E.Banks (5.3),S.Hack (60-94),Chicago Cubs
62,1955,Chicago Cubs,NL,154,72,81,1,0.471,0.441,6th of 8,26.0,,626,713,875800,28.5,29.7,37,16,E.Banks (8.1),S.Hack (72-81),Chicago Cubs
63,1954,Chicago Cubs,NL,154,64,90,0,0.416,0.459,7th of 8,33.0,,700,766,748183,29.5,28.2,38,16,B.Rush (5.9),S.Hack (64-90),Chicago Cubs
64,1953,Chicago Cubs,NL,155,65,89,1,0.422,0.376,7th of 8,40.0,,633,835,763658,29.4,28.9,40,16,W.Hacker (3.8),P.Cavarretta (65-89),Chicago Cubs
65,1952,Chicago Cubs,NL,155,77,77,1,0.5,0.498,5th of 8,19.5,,628,631,1024826,28.6,28.2,35,14,H.Sauer (5.7),P.Cavarretta (77-77),Chicago Cubs
66,1951,Chicago Cubs,NL,155,62,92,1,0.403,0.409,8th of 8,34.5,,614,750,894415,28.3,27.6,37,14,P.Minner (3.7),F.Frisch (35-45) and P.Cavarretta (27-47),Chicago Cubs
67,1950,Chicago Cubs,NL,154,64,89,1,0.418,0.417,7th of 8,26.5,,643,772,1165944,27.5,28.5,32,12,A.Pafko (6.6),F.Frisch (64-89),Chicago Cubs
68,1949,Chicago Cubs,NL,154,61,93,0,0.396,0.381,8th of 8,36.0,,593,773,1143139,28.8,29.7,40,15,H.Sauer (3.5),C.Grimm (19-31) and F.Frisch (42-62),Chicago Cubs
69,1948,Chicago Cubs,NL,155,64,90,1,0.416,0.425,8th of 8,27.5,,597,705,1237792,28.1,27.4,37,16,A.Pafko (6.0),C.Grimm (64-90),Chicago Cubs
70,1947,Chicago Cubs,NL,155,69,85,1,0.448,0.393,6th of 8,25.0,,569,722,1364039,30.1,29.1,36,15,B.Nicholson (3.5),C.Grimm (69-85),Chicago Cubs
71,1946,Chicago Cubs,NL,155,82,71,2,0.536,0.534,3rd of 8,14.5,,626,581,1342970,29.5,29.3,46,19,P.Cavarretta (5.1),C.Grimm (82-71),Chicago Cubs
72,1945,Chicago Cubs,NL,155,98,56,1,0.636,0.644,1st of 8,,Lost WS (4-3),735,532,1036386,29.8,33.1,37,15,S.Hack (6.0),C.Grimm (98-56),Chicago Cubs
73,1944,Chicago Cubs,NL,157,75,79,3,0.487,0.522,4th of 8,30.0,,702,669,640110,29.5,30.3,40,14,B.Nicholson (6.0),"J.Wilson (1-9), R.Johnson (0-1) and C.Grimm (74-69)",Chicago Cubs
74,1943,Chicago Cubs,NL,154,74,79,1,0.484,0.525,5th of 8,30.5,,632,599,508247,28.1,30.3,40,15,B.Nicholson (6.9),J.Wilson (74-79),Chicago Cubs
75,1942,Chicago Cubs,NL,155,68,86,1,0.442,0.446,6th of 8,38.0,,591,665,590972,26.9,28.9,39,18,B.Nicholson (5.8),J.Wilson (68-86),Chicago Cubs
76,1941,Chicago Cubs,NL,155,70,84,1,0.455,0.497,6th of 8,30.0,,666,670,545159,26.6,30.1,41,18,S.Hack (5.6),J.Wilson (70-84),Chicago Cubs
77,1940,Chicago Cubs,NL,154,75,79,0,0.487,0.531,5th of 8,25.5,,681,636,534878,28.9,29.7,29,11,C.Passeau (7.1),G.Hartnett (75-79),Chicago Cubs
78,1939,Chicago Cubs,NL,156,84,70,2,0.545,0.53,4th of 8,13.0,,724,678,726663,29.0,31.7,29,13,C.Passeau (4.9),G.Hartnett (84-70),Chicago Cubs
79,1938,Chicago Cubs,NL,154,89,63,2,0.586,0.581,1st of 8,,Lost WS (4-0),713,597,951640,29.3,29.7,29,12,B.Lee (7.9),C.Grimm (45-36) and G.Hartnett (44-27),Chicago Cubs
80,1937,Chicago Cubs,NL,154,93,61,0,0.604,0.579,2nd of 8,3.0,,811,682,895020,27.5,29.6,27,11,B.Herman (5.7),C.Grimm (93-61),Chicago Cubs
81,1936,Chicago Cubs,NL,154,87,67,0,0.565,0.601,2nd of 8,5.0,,755,603,699370,27.1,27.9,26,10,B.Herman (6.8),C.Grimm (87-67),Chicago Cubs
